Review_name,Review_content,Date_of_review,Type_of_wine
2012 Burgess Estate Napa Cabernet Sauvignon,This is a classi. quintessential Howell Mountain Cab that is a blend of 92% Cabernet Sauvignon and 8% Petit Verdo. all of which is mountain fruit. And that mountain character shines through in a wine that I really enjoyed. At $42 at Costc. for a Howell mountain wine of this calibe. itis still a very good buy (this bottle is $54 on wine.com. and a wine I’d like to have in the cellar to revisit in a few years. Nose of mint and clov. a little NyQuil aroma; in the mout. wonderful dark frui. blueberr. dark chocolate note. some spicebox with smooth tannins and a little mineral component. Finishes dr. earth. chalky. This is a very expressive mountain win. that fans of higher elevation fruit will really enjoy. It’s not the gigantic fruit bomb that many of the other valley floor wines seem to be right now in 2012 vintages (a great vintag. but one that needs a little more time to calm down in my opinion). S. not an inexpensive wine her. but this one is worth spending a few more dollars for. Also a wine that I will add to our Top Picks list. CostcoWineBlog.com Rating: 92 Point. Costco item number: 89051. Purchased at Costco in: Atlant. G. Alc. 14.5%,"January 24, 2017",Cabernet Sauvignon
2013 Duckhorn and Peju Cabernet Sauvignon – A Blind Tasting,We had a small get together with some wine friends and I decided to put two popular Napa Cabs from Costco blindly against each other. Both wines were from 201. and reasonably close in price. I have tried both before from different vintages but have never tasted them side by sideso was excited to see how they stacked up. First up is the Peju Caberne. which was $39.99 at my Costco. The wine starts with nice aromatic. flora. some fresh cherr. very Napa on the nose; nice mouthfeel with tight tannins that everyone agreed would help this wine mature into an even more pleasant drink after being laid down for a few years. Bright cherr. strawberry and plum flavors with tobacco and leather towards the finish; finishes dusty and dry. Overal. we agreed this is a nice win. although slightly one dimensional throughout the mid palate. Next was the Duckhor. which was $54.9. and this wine started much more expressive and aromatic on the nose; one taster claimed it smelled “more aliv.” which I would agree with. In the mouth the flavor punch is much more pronounced than the Peju; this wine hits a lot deeper and multi dimensional with anis. cherr. juicy red frui. some campfire notes on the finish. We all preferred the Duckhor. but felt the Peju was a close contende. and a solid buy at $40. More than anything it wasfun to experiment with these ’13 Napa Cab. which is such a great vintag. and one that’s becoming more preferable to me than the almost equally goo. but differen. ’12 vintage in Napa that I feel really requires some time to mature. These ’13s will definitely benefit with some tim. but we gave them a nice three hour decan. which helped them open up and become very drinkable right now. It’s worth noting that both wines included smaller parts of other varietal. predominately Merlot. 2013 Peju Cabernet Sauvigno. CostcoWineBlog.com Rating: 89 point. Costco item number: 13325. Alc. 14.5.. 2013 Duckhorn Cabernet Sauvigno. CostcoWineBlog.com Rating: 91 Point. Costco item number: 94241. Alc. 14.5. Both wines purchased at Costco in Atlant. GA.,"January 21, 2017",Cabernet Sauvignon
2012 Haut Lafitte “Le Petite” Pessac-Leognan,I love a good red Bordeaux. These wines tend to really express the area in which the grapes are grown- they have a strong essence of “terrio.” if you will. The gravel and stone top soil in Pessac-Leognan is well-suited for Cabernet Sauvigno. and so red wines from here are predominantly Cabernet-based and with lots of earthy black-fruit notes. Smith Haut Lafitte is one of sixteen “Cru classe” estates that were recognized in the 1953 Classification of Graves wine. “Le Petite” is a second wine to Haut Lafitte’s “Grand vi.” or the winery’s best for each vintage. In my experienc. second wines are usually super values because the winemakers often treat these lots of grapes with the same care as the lots that go into the first wine. and they use similar winemaking techniques when producing them. $23.99 at Costc. Second wines are usually priced well below the first wines. For exampl. “Le Petit” is currently around $24 in most Costco clubs while Vivino users report the namesake wine as having an average price of $95. Le Petite has a nose of barnyar. rose petal. clov. and blackberries. The color is deep garnet with translucent edges and fast legs. On the palat. the wine is quite dry with a black currant and wet stone core. The finish is complex and evolves with amaretto and cedar. This wine is well-built and has enough acid and tannin to stand up to the fattiest roasted meat. The blend is 60% Cabernet and 40% Merlot. I enjoy drinking this on its ow. but it is definitely a food wine. Soft and earthy cheeses like brie or Saint Albray and slow-cooked red meat dishes will pair wonderfully with this. For those of you with a sweet toot. try this along side an extra dark chocolate with berries or a warm brownie sundae. $39.99 at Total Win. Le Petite is currently $39.99 at Total Wine and averages around $35 online (not including shipping).Costco has it for well below these prices. It’s ready to drink now but will also be excellent in a few years. Wine Spectator gives it an 8. which is a pretty decent rating for a Bordeaux. When I first saw this wine in the woo. I suspected that it was a bargain. After tasting i. I feel confident to say that it is.I give it one extra point for value. CostcoWineBlog.com Rating: 9. Alcohol: 13.5. Purchased in Gwinnet. Georgia,"January 14, 2017",French
2013 Palacios Remondo “La Montesa” Rioja Crianza,"Costco has been getting some pretty solid Spanish wines lately. We recently reviewed the 2012 Condado de Haza Ribera del Duero and 2011 Orben Rioj. both of which received high ratings from Wine Spectator as well as our editor(s). I should also mention the 2012 Cune Rioja Reserv. which recently sold out at many Costco locations (we reviewed the 2010 Crianza while the 2010 Gran Reserva placed 22nd on the Wine Spectator Top 100 List). The 2013 vintage of “La Montesa” Rioja Crianza arrived at select clubs last wee. just in time to fly under the radar of the Wine Spectator Top 100 List craze. It was number 52 on the list. If you weren’t already awar. Rioja is classified based on how long it is aged in oak barrels and in the bottle. A wine with “Rioja” and nothing else is the younges. aged less than one year in oak. “Crianza” is aged for at least one year in oak plus one year in the bottle. “Reservas” must spend at least one year in oak then two years in bottle. and finally “Gran Reservas” have been aged at least two years in oak with an additional three years in their bottles. You may not always see the classification listed on the front labe. so be sure to check the neck and back of the bottle for a stamp when you see “Rioja” on the front. The 2013 “La Montesa” Rioja Crianza is a gleaming ruby red hue and somewhat translucent. The nose brings dried cherrie. blood orang. and new leather. On the palat. the juice has tart fruit flavors like red plums and ripe strawberry that are well-balanced with acidity and easy to drink. The finish is clean but lingering enough as can be expected from a young Rioja. This is a fantastic food win. but a pleasure to drink on its own as well. I am surprised at the 14.5% alcohol content because it is very well integrated into the overall structure of the wine. At $12.99 a bottl. I definitely think this will be a “sleeper wine.” It will sit in the wooden bins or stacked along the aisles for a couple of weeks until members buy i. try i. and realize what a great value it is. It will then quickly sell out. Personall. I plan to hoard a few bottles. I also plan to pick up a couple of the 2012 vintage which has already been in stock for some time and received a 90 point Wine Spectator rating. This vintage is in a Bordeaux-shaped bottle while the 2013 is in a Burgundy (Chardonnay/Pinot Noir) bottle. Rating: 91
Purchased In: Cummin. GA
14.5% ABV","January 10, 2017",Recommended
2012 Castello Di Monsanto Chianti Classico Riserva,This is a bottle Costco carries regularly and one that we’ve recommended for some time. I went 92-93 points even on the ’10 vintage finding it to be “perfect in so many ways.” The 2013 vintag. which I’m on the look out fo. was named to Wine Spectator’s list of the top 100 wines of 2016. Hopefull. we see that one hit Costco stores soon. I enjoyed the 2012 vintage quite a bit too and it is a great buy if you can still find it in stores near you. Expressive nose that is flora. earthy and spicy. This wine is medium to full bodied in the mout. with tannins that are softening quite nicely now creating a sof. elegant mouthfeel; spicy black cherry and strawberry flavors followed by some notes of leather and tobacco with a semi-dry finish. Comparing the ’10 and ’12 vintage. I had a ’10 vintage in the cellar that I had been holding on to since my last review so had the opportunity to try them side by side to see how they compare. and also to see how the extra two years of age would affect the wine. I decanted both for about an hou. sneaking in a few sips here and there. The ’10 was very much closed for the hour with little in the way of aroma and scant on the flavor. I almost started to feel like it might have plateaued but after 1.5-2 hours it change. and changed significantl. opening u. the flavors more vibran. and it outshined the liveliness of the younger ’12 vintage pretty fast. It was a fun experimen. and if you have the chance to lay these down for a couple of year. they can get quite interesting. So I put another ’12 bottle in the cella. and perhaps we can do this again in a few years. Overal. I’m still a fan of the ’10 vintage of this on. and for ’10 vintage wines across most of Tuscany. The ’12 is a very nice win. don’t get me wron. but compared to the aged ’1. I know which one I would pick. I’m still giving the ’12 90 points. It’s a solid buy for a Chianti Classic. but not quite where I felt the ’10 was when I gave it 92-93 and it’s only gotten better since then. CostcoWineBlog.com Rating: 90 Point. Costco item number: 3448. Purchased at Costco in: Atlant. G. Alc 14%,"January 7, 2017",Italian
2011 Vetus Toro Tempranillo,What a beauty here for $20 at Costco. As regular readers kno. I’m a huge fan of Spanish wine. and am working on a book right now about the region and what awesome values you can score. Toro is a big part of that stor. and a region that just delivers ridiculous value right now compared to almost anywhere else in the wine world. This win. that includes very little description on the label or Costco ta. should not be overlooked at all in its simplicity. This is a bi. bol. beautiful red comprised on Tempranillo. I know a few readers will scoff at the 14.5% alc in this win. but I find it to be well disguised in a rather perfect package. Big floral aroma. some spice kicks in as you pull the glass from your nos. very earthy and old world from the start. In the mout. big frui. mostly black frui. blackberr. blueberr. dark chocolat. mocha; finish is really dry and stick. quite remarkable how long it hangs around for a wine under $20. If R Parker was counting the seconds on this one he might break the minute mark. I kind of opened on a whim with some burgers on the grill and it was a fantastic pairing. You can almost pair anything with a wine like this. CostcoWineBlog.com Rating: 90 Point. Costco item number: 30493. Purchased at Costco in: Atlant. G. Alc. 14.5%,"December 30, 2016",Recommended
2012 Condado de Haza Ribera del Duero,Here’s another wine that was listed on Wine Spectator’s list of the Top 100 wines of 2016. It was #18 on the list and is priced at only $17.99 at Costc. which is a steal for this wine. This same bottleis $32 at Total Wine right now. Expect it to move fast at Costco. And it turns ou. Wine Spectator was spot on with this bottl. asit is among the better of the Spanish bottles I’ve tried recently that all hover right around that $20 price point. Beautifu. vibrant nose of wild berrie. earth and flowers; hefty and stout in the mout. full bodie. raspberr. sour cherry flavors followed by dark chocolate and herbs into a dry finish. This is a monster wine that’s built to last. I think it would show even better in another 5-7 years. But as it stands no. it’s one of the better buys I’ve found under $20.Pair with hearty red meat dishes. CostcoWineBlog.com Rating: 92 Point. Costco item number: 1105. Purchased at Costco in: Atlant. G. Alc 14.0%,"December 16, 2016",Recommended
2014 Intrinsic Cabernet Sauvignon,This wine seemed to be everywhere over the past few months. It was first featured as the wine of the month at my local wine sho. then later appeared at Costco for $19.9. and just a few weeks ago this wine was featured as one of Wine Spectator’s Top 100 wines of 2016 (#32). I have been sitting on two bottles for about three week. one from the wine club and another purchased at Costc. before I dug into it last night and discovered that it is indeed a fantastic buy and one that I wish I would have bought more of. This is going to be hard to find now that it really hit the limelight on the Wine Spectator list. For those lucky enough to still find i. here’s what this one is all about. It’s a Columbia Valley Caberne. 100% Ca. very well made for a $20 wine.  Vibrant nose with aromas of black tea and dried fruit. The feel in the mouth is where this wine shines. It’s gentl. silky; actually feels about 3-4 years older than it is. Flavors are bi. excellent frui. sour cherr. raspberr. a little spic. strong finish. Nothing not to like her. especially at the price point. Cool label just a bonus. CostcoWineBlog.com Rating: 91 Point. Costco item number: 107520. Purchased at Costco in: Atlant. G. Alc. 14.5%,"December 12, 2016",Cabernet Sauvignon
Our Highest Rated Costco Wines of 2016,As I do every yea. I want to present a list of the wines we bought at Costco and rated the highest throughout 2016. It’s always a little tricky because many of these wines will be long gone from your local warehous. but you never know what you’ll find if you’re on the lookout. Sometimes wines reappear at Costco as fast as they disappear. It’s all part of the Costco hunt that we love (and hate) so much. I also want to thank all of you for reading and supporting this site. We started this blog on a whim in June of 200. never knowing what might become of it. But we found a large group of like minde. passionate wine buyers who love finding and exploring the wines (and great values) offered at Costco. Wenow haveover .000 email subscribers andmany more who follow us on Twitter and Facebook. It’ s quite remarkabl. and it’s been a lot of fu. so I hope we can keep it going. No. let’s look back at the wines we gave our highest ratings to this year (in no particular order).. 2013 Las Vertientes Benchmark Reserva Re. Excellent Mendoza red blend that was discounted $6 to $17.89; 91 points; hard to fin.. 2010 Kirkland Signature Series Brunello di Montalcin. This refers to the 2010 vintage that came out earlier this year that I went 92-93 pts on. The 201. not so much. Dig through your bins and see if you’re lucky enough to find this one. 2004 La Rioja Alta Gran Reserva 90. I could rave forever about this wine (and the 2005 that is also out right now). If you like old worldreds with a little age on the. this one is for yo. and only $40; 93 point.. 2013 Four Graces Willamette Valley Pinot Noi. Dar. rich Willamette Pino. memorable finis. great wine for $23; 91 point.. 2009 Marques de Murrieta Finca Ygay Reserva Rioj. At $1. this might be one of the biggest valuesI encountered this year. Excellent Rioj. drinking perfectly right now; 92 point.. 2012 Bodega Cuarto Dominio Chento Malbe. Forget what I just sai. this might be the biggest value at only $13.89 (actually they’re both pretty awesome wines). This wine disappeared from my stores but keep an eye out. 92-93 point.. 2007 Bodega Los Aljibes Selectu. Another mega bargain at $12.99; Parker rated 94; great Spanish blend with elegance; 92 points for me her. BONUS PICK: Here’s one of my favorite wines I enjoyed this year that Costco is now stocking at a pretty solid price – the 2012 Joseph Phelps Insignia. For a special occasion you can’t go wrong her. although it’s really youn. almost a sin to drink right now. I’d suggest buying one (or more if you can) to lay down for a few years. In 10+ year. this wine willbe a lot of fun to come back to.. If you liked this stor. please subscribe to our email list and we’ll send you two new Costco wine reviews every week. And guarantee. no spam or sharing ever.,"December 10, 2016",Features
Which of Wine Spectator’s Top 100 Wines Are Carried at Costco,Every yea. Wine Spectator magazine releases their top 100 wines of the yea. and when they do these wines generally fly off shelves. So the big question: which of these wines does Costco carry. Here’s a list we starte. and we will add to it as we see more. Feel free to add any others from the list that you’ve seen at your local warehouse in the comments below (along with location). The following bottles we have found at Costco stores around the Atlanta area in the past 12 months. #18 2012 Condado de Haza Ribera del Duero (available now for $1. great buy. #22 2010Cune Rioja Gran Reserva (we reviewedCrianz. not Gran Reserva. #32 2014Intrinsic Cabernet Sauvignon Columbia Valley. #42 2014Viña Montes Cabernet Sauvignon Colchagua Valley Classic Serie. #43 2015St.-Cosme Côtes du Rhôn. #52 2013 Bodegas Palacios Remondo Rioja La Montesa Crianz. #58 2013Castello di Monsanto Chianti Classico Riserva (we reviewed the ’10 and the ’12. #65 2007La Rioja Alta Rioja 904 Gran Reserva (haven’t seen this vintage but Costco carried the ’0. ’04 and ’05. #74 2014Bodega Norton Malbec Mendoza Reserva ,"December 7, 2016",Features
2014 Kirkland Signature Pauillac Bordeaux,You can always tell the premium Kirkland wines by the slight tint of gray in the labe. so I spotted this one from a distance.I also have been on the look out for it since several readers have posted pictures on Facebook asking for a review. And I am big a fan of Pauillac Bordeaux so was curious how this $22.99 offering under the Costco label would stack up. The first thing to note is that this is a 2014 vintag. so it’s just a bab. and the wine was super tight immediately out of the bottle. An hour later with some air in the decante. it was an entirely different wine. Be sure to decant this one. Nose is signature old world Bordeau. barnyar. a little vegeta. bell pepper. In the mout. it’s a robust win. thick and dr. tannic; flavors of black cherry and quite a bit of toasted oak on the back end; some spice and vanilla. Dry throughou. particularity on the finish. In al. I think this is a great buy. It’s hard to believe you can score a Pauillac bottle for this price. This wine is very nic. and perhaps just needs some time to mature. I plan to cellar a couple to see how they develop. CostcoWineBlog.com Rating: 91 Point. Costco item number:103643. Purchased at Costco in: Atlant. G. Alc. 13%,"December 6, 2016",French
2011 Orben Rioja,What a wine this i. Wow. The nose really starts things off. Wait until you get a load of this nose. The aromas jump out of the glass in a very unique combination of Wrigley mint gum and an herbal garden. I don’t think I’ve ever smelled a wine quite like this befor. and I like it. Before the nos. you’ll likely notice the dar. blood red pour. This is a bi. full bodied Rioja that packs a major punc. but it’s executed in an elegan. beautiful package that is a nice mix of modern and old world.Red frui. plum flavors with earth undertone. some sawdust/wood on the finish which sticks around for forever. I love this one for $21 at Costco. It’s a perfect wine as the weather gets coole. a good food wine for red meat focusedor other hearty cuisin. and another example of the amazing value you can find from Spain at almost every price point. CostcoWineBlog.com Rating: 91 Point. Costco item number:108008. Purchased at Costco in: Atlant. G. Alc 14.5%,"November 29, 2016",Recommended
2012 Metz Road Monterey Pinot Noir,"Some quick tasting notes on this one from contributor Josh L as this is a great price on a good win. Very soft cork (well stored). Seems like one of their “fire sale” buys (expiring vintage like Far Niente chard. Color has slight tinge of brown (probably due to age). Nose on bottle open is nothing spectacula. but opens up in 5-10 minutes. Initial palette is awesome – very soft and smooth with a lot of tangy fruit flavor (but not acidic). Yummy tart lingers on front of tongue. For $16.9. I prefer this even more than Schug. As it’s now going on 15 minute. the nose is even more complex and gaining floral perfume-like aromas. I’d give it a 9. maybe even 91.
Purchased in Atlanta (Cumberland)
Alc. 14%","November 8, 2016",Pinot Noir
2014 Stags Leap Wine Cellars Karia Napa Chardonnay,Balance is the key here to this excellent Chardonnay I found at a Costco in Ren. NV with a $5 off specia. taking the already fair price of $24.99 (retail is closer to $35. down to $19.99. I should have bought a few more. This wine starts with huge aromas of vanill. butter and crea. followed by nice frui. some melo. lemo. lime and green appl. notesof butterscotch. There’s not too much oak throughout; medium in bod. creamy and light lingering oak in the clos. but agai. all presented in a nice balance. Finish is remarkabl. long and lasting; this is a perfect food wine for almost any cuisine. It reminded me in some ways of the Far Niente Chardonnays I tried recently (the ’13 is excellent. but this one comes in at a much lower price point. A clear must buy for Chardonnay fan. and a wine that I will add to our Top Picks list. CostcoWineBlog.com Rating: 91 Point. (Did not get the item numbe. sorry. Purchased at Costco in: Ren. N. Alc 14.5%,"November 4, 2016",Chardonnay
2013 Textbook Napa Chardonnay,I found this to be an excellent Chardonna. balanced perfectly between frui. oa. acidity and body. Just lovely really from start to finish. Costco’s price of $18.99 is well below the retail price of $2. and this drinks like a wine that cost even more than that. Vibrant nos. loads of fruit; appl. lemo. orange with a touch of spice and subtle oak; finishes crisp and lasting. This is the style of Chardonnay I prefer from California. It’s not over-oaked or over-butter. which instantly turns me off. Rathe. it’s a fun summer sippe. interesting on every drink and full of character. I’ll be returning to this wine if I can still find some on the shelves of my Costc. and I’d recommend Chardonnay lovers and fans of other whites do too. CostcoWineBlog.com Rating: 90 Point. Costco item number: 58912. Purchased at Costco in: Atlant. G. Alc. 14%,"October 15, 2016",Chardonnay
2011 Castelli del Grevepesa Castelgreve Chianti Classico Riserva,Here’s a great value buy at Costco. The label has everything you want to see: Chianti Classic. Riserv. DOC. and a price tag at Costco of only $12.99. I dropped this one in the cart almost automatically when walking by and you should too because this is a perfect food wine for almost anythin. amazing fruit and well assembled; hard to believe it was only $12.99. Pours deep and dark inky purpl. floral aromas with dried cherry and subtle earth; in the mouth is where this wine shines. The flavorpacks on and keeps comin. more cherr. red frui. red licoric. raspberry but not too much cand. before a little earth and spice going into the finish. The cherry notes really stick around. I love these kind of wines with any Italian dish obviousl. but also chocolate and desserts. At this price poin. there’s a lot to like here. I’m going to add to the Value Picks list too. CostcoWineBlog.com Rating: 88 Point. Costco item number: 106103. Purchased at Costco in: Atlant. G. Alc. 13.5%,"September 23, 2016",Italian
2015 Kirkland Signature Cotes du Rhone Villages,I was kind of surprised to see the ’15 vintage of this arrive at my Costco store. since it was about a year ago that we reviewed the 201. so looks like we missed a vintage in there (coincidentally we jumpedfrom ’11 to ’13 so maybe this one does skip vintages).  Regardles. I thought this ’15 held up nicely like in year’s past and for only $6.99 is one of those Kirkland steals that we are so lucky to be able to buy at the warehouse. Most Cotes du Rhone Villages wines start at double that and move up from there. Ripe fruit and earth on the nose; medium in body with subtle flavors of dark frui. plu. anis. a little smoke with a finish that is spicy and peppery. It’s a little thin throughou. nothing funky that jumps ou. the flavor is nice but it’s just a little light. At $6.99 it remains a great buy for almost any red wine fa. but I would use this wine as an everyday table wine (to pair with about anything) or a second bottle on a night when you opened something nice first and want a wine to carry you into the night without having to think about it too much. I’m going to go down slightly from the 88 points we awarded to the ’13 vintage. I think this is more in the 86-87 rang. but I’m going 87 due to extreme value. And for that reason I’ll also add to the Value Picks lis. because you can’t buy many wines that are this enjoyablein this price rang. even if it did leave me with a bit to be desired. CostcoWineBlog.com Rating: 87 Point. Costco item number: 88777. Purchased at Costco in: Atlant. G. Alc. 14%,"September 13, 2016",French
2014 Seghesio Zinfandel,It’s been a while since I reviewed the Seghesio Zinfande. and it’s too bad because it is such a solid and dependable choice for jammy summer reds. The 2014 vintag. which is out now at Costco and available for $19.5. continues this traditio. and is a fun go to bottle when you’re looking for something a little different but not wanting to sacrifice big flavor. Spicy nose with loads of peppe. big and bold in the mout. jammy dark frui. blackberr. grape jelly; finish is chalky dry and lingering. This wine is asking for BBQ ribs off a Green Egg. This is a bottle that consistently scores in the low 90s among wine critics (I think Wine Enthusiast went 93 for this ’14 vintage which is a bit high in my opinion but shows the critic sentiment). Retail price is around $2. and it’s $22 online so Costco’s price is a bargain. I’d recommend red wines fans give this a shot. Fire up the grill and enjoy as this bottle will go with about anything you throw on. I actually liked this wine a little more than I thought I would. CostcoWineBlog.com Rating: 90 Point. Costco item number:5705. Purchased at Costco in: Atlant. G. Alc 14.8%,"September 7, 2016",Other Red
2007 Bodega Los Aljibes Selectus,"This is a really interesting wine that was recommended by a reader and I got lucky and found it on my next visit to Costco. The label is very distinc. so super easy to find when you know what you’re looking for. I had to do some digging around online to learn morethis on. as I was curious about the 94 points from Parker (sticker is front and center on the neck of the bottle) as well as the varietal makeup in this Spanish (La Mancha) red blend. Turns ou. ye. this is a 94 point Parker wine that Costco is selling for $11.99. I come across wines with that ‘score to price ratio’ maybe once a yea. or once every other year. But depending on how much weight you give to Parker point. that might not mean much (I usually find it as a driver of interes. not so much a guarantee of what I’ll find). So here’s what we have: this is a blend made from a burgeoning Spanish producer in an awesome regionthat is comprised of30% Syra. 20% Merlo. 20% Cabernet Fran. 20% Cabernet Sauvigno. and 10% Petit Verdot. And it is outstandin. no doub. maybe not 94 points for m. but definitely a super solid buy for $11.99. Right no. (Au. 2016) is a nice time to enjoy this wine as it has a little age on i. but it could run for a while longer. I gave it a nice decant since the small sample taste I poured from the bottle was pretty closed. But once this wine got some air on i. it started to show what it’s made of. Nose is dried dark frui. some smok. dried flower. tobacco; in the mouth flavors of black frui. blackberr. plu. dark chocolate and anise; finishes forever it seems. After a second glass that had a little more air tim. I’m liking this one even mor. and starting to think about stocking up. This might be a case buy. Thanks for the recommendation ‘srh.” Keep ’em coming. CostcoWineBlog.com Rating: 92 Point. Costco item number:101498. Purchased at Costco in: Atlant. G. Alc. 13.5. More News:
CostcoWineBlog.com Ranked #9 Among Best 100 Wine Blogs
,. Feedspot recently released their “Best100 Wine Blogs on the Web” and CostcoWineBlog.com came in at #9 on the list among some pretty big company. I want to thank all of the readers of this site for your support.  {see the full list}","August 19, 2016",Other Red
2012 Bodega Cuarto Dominio Chento Malbec,Massive bargain here. Great wine at an amazing price. For anyone who’s ever written to me and said they can’t find the wines we review at their local Costc. I really hope you can find them all someda. but I really really hope you can find this one. At only $13.89 at Costc. it is half the price you will find it at other outlets. If you live in Atlanta you better move fas. because I’ve likely scooped them up already. This just became my go to red. This is a single vineyard Malbe. that to m. and call me craz. tastes like a Grand Cru St Emilion Bordeaux. I say that because I think wine reviews are really individual and personal. That’s how this one hit me; really goo. firing on all cylinders. Super dark on the pour with aromas that remind me of a fresh pair of sneaker. with a touch of earth and flower. Elegant in the mouth with flavors of blackberr. black licoric. a little sour cherry; good acidit. tannins are soft and the wine is drinking just perfectly right now; the finish is super. lastin. sticky and multi dimensional. This is one of the best buys I’ve found at Costco this year. I can’t believe the quality at this price. I could drink this with any mid-week meal or a special occasion and enjoy it just the same. CostcoWineBlog.com Rating: 92-93 Point. Costco item number:104394. Purchased at Costco in: Atlant. GA (Kennesaw. Alc. 13.9%,"July 25, 2016",Malbec
2014 Duckhorn Napa Sauvignon Blanc,Here’s a great summer please. and a wine I’ve always enjoyed in large part becauseit’s made inawhite Bordeaux stylewitha bit of Semillion in the blend. This creates a wine that’s still packed with flavor but the lower acidity and extra body of the Semillion keeps the “puckerness” under contro. which I prefe. plus I find that it pairs better with a wider range of meals (we enjoyed this wine with chicken tacos and it was great on a hot summer day). The wine pours almost clear in the glass believe it or no. with just a tint of yellow. It looks much brighter in color in the bottle. Muted a bit on the nose with a little vanilla and floral aromas. More vanill. with lemo. lim. melon and apricot flavors in the mouth; the wine is creamy like vanilla ice cream; finishes stron. powerful and lasting. We enjoyed this ’14 vintage of this win. probably more than others we’ve had in the past. This is a nice bu. and at $23.9. Costco’s price is about as good as I’ve ever seen on this one. CostcoWineBlog.com Rating: 90 point. Costco item number: 1470. Purchased at Costco in: Atlant. GA (Kennesaw. Alc. 13.5%,"July 20, 2016",Recommended
2008 Terra D’Uro Seleccion Toro,This is a big on. bol. loaded with flavor and a great buy in my opinion for $17.79 at my local Costco. I’m just drawn to these Spanish wines now as I continue to find incredible valu. and this one is a great example of the caliber of wine you can score from Spain for under $20. This wine is 100% Tinta de Toro (Tempranillo. dar. inky purple on the pour with aromas of berr. spice and earth/campfire jumping out of the glass. The wine is full bodied withstrong tannin. drinking nicely right now but with some further room to run in the cellar for sure. Flavors of red and dark frui. plu. cherry licorice with more campfire/smoke on the finish. Lasting finis. mello.elegantbut it hangs around. Definitely a good one to toss in the decanter for an hour or so before diving in. All in al. this is an amazing wine for $18. You can’t go wrong with wines from Toro. It’s a big wine for these hot summer month. but well worth buying a few to lay dow. and maybe enjoy during the winter months. I’m a fan of this on. and will place it on our Top Picks list. CostcoWineBlog.com Rating: 91 Points (the neck of the bottle has a band proudly promoting the 92 points that Parker gave this wine but I’m feeling closer to 90-91 for me. Costco item number: 85407. Purchased at Costco in: Atlant. G. Alc. 14.5%,"July 9, 2016",Recommended
2012 Hall Napa Valley Cabernet Sauvignon,This is a big and bold Cabernet that really does a nice job of capturing the essence of the bountiful ’12 vintage in Napa (which is one of my favorite. maybe a slight step behind ’1. but we’ll leave that for personal preferences). These ’12 Napa Cabs are still a bit youn. and while this wine was incredibly enjoyable no. it would be even better in just a few more years. We enjoyed this wine paired with NY strip steaks from the Big Green Eg. sauteed mushrooms and a baked potato. Quick tip for any Egg Heads out there. The steak we paired with this was one of the best I’ve ever cooked on my Egg. I used less charcoal (1/3 of the fire box full) after reading some tips from the Egg Head Foru. and was able to increase my temp to near 900 degrees to char these steaks nicely on each side. Then I did a quick one minute bake with everything shu. and they were perfec. to die for steak. a nice medium rare. I seasoned with just fresh ground salt on each side and brought them all to room temperature before cooking. Steakhouses should be worried about what an average guy can do on the Big Green Egg. Then it gives you more money to spend on nice win. which I did. O. onto the wine. I need to preface by stating that I have some fond memories of Hall wines. It was my first wine when I first visited Napa. And we had the ’10 Kathryn Hall in Vegas at a recent anniversary getaway. So I’m a little jaded towards liking these wine. but I do believe they are quite good to. outside of just having some awesome experiences with them. This wine pours about as dark as a wine can get; really fun nos. with floral and min. herbs. It’s a big boy in the mout. full bodie. dried darkfrui. plu. cherr. blueberry with some strawberry flavors and oakand chocolate notestowards the close. Great depth to this wine as it really digs in and sticks around. That’s what made it a winner to pair with the steak. but even as I enjoy a glass now after the foo. the wine really permeates. Has a good dr. chalkiness to the finish that helps pull out some of that salt from the steak. It’s not a cheap wine at $39.9. but it is a fair price for what I find to be a very nice treat in the sweet spot of Napa Cabs (above $2. below $50). CostcoWineBlog.com Rating: 91 Point. Costco item number:29369. Purchased at Costco in: Atlant. GA (Kennesaw),"July 5, 2016",Cabernet Sauvignon
2009 Benjamin Romeo Predicador Rioja,I’ve wanted to buy this bottle at Costco for some tim. and finally pulled the trigger. The label is unforgettabl. and I heard that Costco’s $26 price was a steal. Turns out that it is. If you Google this win. you’ll see online outfits selling it for closer to $40 with more recent vintages priced more than that. I was hoping for a nice elegant Rioja with a little age on i. and that’s exactly what I got. It’s a fantastic buy at this pric. tasting almost as good as theLa Rioja Alta Gran Reserva 904s that I love so much and those are priced around $40 at Costco right now. Pours dark and inky purple; nose of dried flower.campfir. and dark fruit. This wine has flavors of red and dark frui. cherr. dried plu. raisin with a little sweetness; tannins are soft and juic. a little acidity; finishes dry and chew. lasting. This is very enjoyableexpression of Rioj. drinking niceright no. or it could easily lay down a bit longer. I like to taste these Riojas after a good 8-10 years. Grapes are Tempranillo. Red wine fans looking for a treat should try to find this one. CostcoWineBlog.com Rating: 90 Point. Costco item number:40582. Purchased at Costco in: Atlant. GA,"June 30, 2016",Recommended
